neighbourhood;room_type;price;number_of_reviews
Manhattan;Entire home/apt;120;4
Manhattan;Entire home/apt;161;9
Manhattan;Entire home/apt;305;0
Manhattan;Entire home/apt;269;0
Manhattan;Entire home/apt;113;0
Manhattan;Private room;135;0
Manhattan;Entire home/apt;595;4
Manhattan;Entire home/apt;250;1
Manhattan;Entire home/apt;299;3
Brooklyn;Private room;69;1
Queens;Entire home/apt;149;0
Manhattan;Entire home/apt;199;9
Manhattan;Entire home/apt;399;6
Brooklyn;Private room;50;1
Brooklyn;Private room;48;14
Manhattan;Entire home/apt;365;2
Manhattan;Private room;75;9
Manhattan;Private room;150;4
Staten Island;Private room;50;10
Manhattan;Private room;150;7
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;250;7
Manhattan;Private room;150;9
Manhattan;Private room;150;0
Manhattan;Private room;350;4
Manhattan;Entire home/apt;335;5
Bronx;Private room;40;11
Manhattan;Entire home/apt;399;8
Brooklyn;Private room;100;28
Manhattan;Entire home/apt;320;7
Manhattan;Entire home/apt;150;4
Manhattan;Entire home/apt;120;1
Queens;Entire home/apt;69;3
Brooklyn;Entire home/apt;250;6
Brooklyn;Private room;64;1
Manhattan;Entire home/apt;340;1
Brooklyn;Private room;40;0
Queens;Private room;47;0
Queens;Private room;49;1
Brooklyn;Entire home/apt;119;6
Queens;Private room;48;0
Staten Island;Private room;65;1
Manhattan;Entire home/apt;250;0
Manhattan;Private room;325;6
Manhattan;Entire home/apt;485;2
Brooklyn;Entire home/apt;110;4
Manhattan;Private room;115;1
Brooklyn;Private room;55;7
Queens;Entire home/apt;99;10
Manhattan;Entire home/apt;148;1
Manhattan;Entire home/apt;95;1
Manhattan;Entire home/apt;300;6
Bronx;Private room;95;4
Queens;Private room;70;3
Brooklyn;Private room;50;1
Brooklyn;Private room;40;4
Queens;Entire home/apt;145;2
Brooklyn;Private room;65;0
Manhattan;Entire home/apt;149;1
Brooklyn;Private room;42;9
Manhattan;Entire home/apt;89;1
Manhattan;Entire home/apt;300;12
Brooklyn;Private room;43;4
Queens;Private room;78;0
Queens;Shared room;25;12
Brooklyn;Shared room;25;1
Queens;Private room;103;0
Manhattan;Entire home/apt;349;4
Queens;Entire home/apt;150;5
Manhattan;Private room;55;0
Brooklyn;Entire home/apt;157;0
Manhattan;Entire home/apt;160;3
Manhattan;Entire home/apt;479;5
Manhattan;Entire home/apt;280;0
Brooklyn;Private room;69;9
Queens;Entire home/apt;499;0
Bronx;Private room;35;4
Brooklyn;Private room;60;9
Brooklyn;Private room;58;4
Queens;Entire home/apt;120;0
Brooklyn;Private room;58;3
Queens;Entire home/apt;299;2
Queens;Entire home/apt;299;3
Brooklyn;Private room;58;4
Brooklyn;Private room;58;8
Queens;Private room;99;9
Brooklyn;Private room;100;7
Queens;Private room;79;15
Manhattan;Entire home/apt;299;8
Manhattan;Entire home/apt;200;2
Manhattan;Private room;128;0
Queens;Entire home/apt;149;2
Brooklyn;Private room;58;6
Queens;Private room;89;9
Queens;Private room;99;7
Queens;Private room;79;8
Queens;Private room;89;9
Queens;Entire home/apt;155;2
Brooklyn;Private room;99;4
Queens;Private room;65;7
Queens;Private room;79;15
Manhattan;Entire home/apt;399;5
Brooklyn;Private room;70;0
Brooklyn;Private room;80;0
Manhattan;Entire home/apt;600;1
Brooklyn;Private room;90;11
Bronx;Entire home/apt;100;8
Brooklyn;Entire home/apt;125;3
Brooklyn;Private room;60;2
Manhattan;Entire home/apt;91;0
Manhattan;Private room;130;10
Manhattan;Entire home/apt;250;0
Manhattan;Entire home/apt;140;0
Bronx;Private room;29;2
Manhattan;Entire home/apt;134;0
Manhattan;Private room;125;1
Queens;Entire home/apt;119;4
Queens;Shared room;200;0
Manhattan;Entire home/apt;360;3
Manhattan;Shared room;43;2
Manhattan;Entire home/apt;280;6
Brooklyn;Private room;60;3
Bronx;Entire home/apt;309;10
Manhattan;Entire home/apt;215;2
Manhattan;Private room;150;0
Brooklyn;Private room;49;2
Manhattan;Entire home/apt;115;3
Brooklyn;Entire home/apt;85;0
Manhattan;Entire home/apt;500;1
Brooklyn;Entire home/apt;85;0
Manhattan;Private room;69;2
Brooklyn;Private room;70;1
Brooklyn;Private room;40;0
Brooklyn;Private room;40;1
Staten Island;Entire home/apt;135;1
Queens;Entire home/apt;90;14
Bronx;Shared room;28;4
Bronx;Private room;37;12
Brooklyn;Entire home/apt;150;7
Manhattan;Entire home/apt;170;1
Manhattan;Entire home/apt;750;4
Manhattan;Private room;85;1
Queens;Entire home/apt;254;2
Brooklyn;Private room;50;6
Bronx;Shared room;28;4
Manhattan;Private room;140;7
Manhattan;Entire home/apt;367;1
Manhattan;Entire home/apt;130;0
Manhattan;Entire home/apt;165;2
Manhattan;Private room;55;8
Brooklyn;Private room;45;3
Queens;Entire home/apt;96;8
Brooklyn;Private room;70;6
Queens;Private room;35;0
Brooklyn;Private room;60;6
Manhattan;Entire home/apt;150;8
Manhattan;Entire home/apt;345;2
Manhattan;Private room;100;7
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;2
Manhattan;Private room;100;2
Manhattan;Private room;100;0
Brooklyn;Private room;65;8
Brooklyn;Shared room;65;0
Brooklyn;Entire home/apt;259;9
Manhattan;Private room;100;6
Brooklyn;Entire home/apt;78;2
Manhattan;Entire home/apt;178;2
Brooklyn;Entire home/apt;135;3
Brooklyn;Private room;45;3
Brooklyn;Private room;70;2
Manhattan;Entire home/apt;265;4
Brooklyn;Entire home/apt;140;5
Brooklyn;Entire home/apt;130;1
Brooklyn;Entire home/apt;175;2
Manhattan;Private room;109;0
Manhattan;Private room;199;0
Manhattan;Private room;299;0
Manhattan;Private room;159;0
Manhattan;Entire home/apt;341;2
Queens;Entire home/apt;153;0
Manhattan;Entire home/apt;320;5
Manhattan;Entire home/apt;549;8
Brooklyn;Entire home/apt;60;0
Manhattan;Entire home/apt;290;2
Manhattan;Entire home/apt;149;1
Brooklyn;Entire home/apt;150;3
Brooklyn;Entire home/apt;150;0
Brooklyn;Private room;59;0
Brooklyn;Private room;90;0
Brooklyn;Entire home/apt;165;0
Brooklyn;Private room;130;3
Brooklyn;Private room;38;2
Manhattan;Entire home/apt;255;0
Manhattan;Entire home/apt;175;0
Brooklyn;Private room;95;3
Queens;Entire home/apt;110;0
Manhattan;Entire home/apt;599;4
Manhattan;Entire home/apt;160;8
Brooklyn;Private room;38;3
Brooklyn;Entire home/apt;200;4
Manhattan;Entire home/apt;175;0
Brooklyn;Private room;38;4
Brooklyn;Private room;38;3
Brooklyn;Entire home/apt;250;0
Manhattan;Entire home/apt;243;1
Queens;Entire home/apt;100;7
Manhattan;Private room;100;0
Manhattan;Private room;400;0
Manhattan;Private room;350;2
Manhattan;Private room;475;0
Manhattan;Private room;475;0
Manhattan;Private room;425;0
Manhattan;Private room;450;3
Manhattan;Private room;375;1
Manhattan;Private room;450;0
Manhattan;Private room;500;0
Manhattan;Private room;425;1
Manhattan;Private room;450;0
Manhattan;Private room;450;0
Manhattan;Private room;425;1
Manhattan;Private room;100;0
Manhattan;Private room;100;1
Manhattan;Private room;100;1
Manhattan;Private room;100;0
Manhattan;Private room;100;1
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;1
Manhattan;Private room;100;4
Manhattan;Private room;100;3
Manhattan;Private room;100;1
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;2
Manhattan;Entire home/apt;211;4
Manhattan;Private room;300;5
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;1
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;300;0
Manhattan;Private room;100;0
Manhattan;Private room;100;2
Manhattan;Private room;100;4
Manhattan;Private room;100;0
Manhattan;Private room;100;2
Manhattan;Private room;100;1
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Entire home/apt;290;11
Queens;Entire home/apt;400;1
Manhattan;Entire home/apt;250;1
Brooklyn;Private room;60;9
Manhattan;Entire home/apt;150;8
Manhattan;Entire home/apt;100;0
Brooklyn;Entire home/apt;425;0
Manhattan;Entire home/apt;175;0
Manhattan;Entire home/apt;275;2
Manhattan;Entire home/apt;945;11
Bronx;Private room;47;2
Queens;Entire home/apt;79;8
Manhattan;Entire home/apt;179;4
Manhattan;Entire home/apt;150;2
Brooklyn;Entire home/apt;154;2
Manhattan;Private room;65;5
Brooklyn;Entire home/apt;109;2
Manhattan;Entire home/apt;280;0
Brooklyn;Private room;60;12
Brooklyn;Entire home/apt;100;3
Brooklyn;Entire home/apt;500;2
Brooklyn;Entire home/apt;149;3
Manhattan;Entire home/apt;620;4
Manhattan;Private room;210;5
Manhattan;Entire home/apt;155;0
Brooklyn;Entire home/apt;98;7
Queens;Private room;65;2
Manhattan;Entire home/apt;200;10
Brooklyn;Entire home/apt;115;4
Manhattan;Entire home/apt;285;1
Queens;Entire home/apt;140;5
Brooklyn;Private room;72;0
Brooklyn;Private room;54;8
Queens;Private room;90;2
Brooklyn;Entire home/apt;500;0
Manhattan;Entire home/apt;215;2
Queens;Entire home/apt;86;1
Brooklyn;Entire home/apt;305;1
Queens;Entire home/apt;99;2
Manhattan;Entire home/apt;340;0
Manhattan;Entire home/apt;340;0
Manhattan;Entire home/apt;560;0
Brooklyn;Entire home/apt;125;1
Brooklyn;Entire home/apt;90;0
Brooklyn;Private room;50;3
Bronx;Private room;70;6
Queens;Private room;100;1
Manhattan;Entire home/apt;350;4
Manhattan;Private room;115;3
Manhattan;Private room;100;0
Manhattan;Private room;105;4
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;0
Manhattan;Private room;100;1
Manhattan;Private room;100;0
Manhattan;Private room;105;3
Brooklyn;Private room;100;4
Manhattan;Private room;350;0
Brooklyn;Private room;73;2
Manhattan;Private room;300;0
Manhattan;Private room;250;0
Manhattan;Private room;500;0
Manhattan;Private room;250;0
Manhattan;Private room;350;0
Manhattan;Private room;300;0
Manhattan;Private room;350;0
Manhattan;Private room;400;0
Manhattan;Private room;350;0
Queens;Entire home/apt;150;1
Manhattan;Private room;150;0
Manhattan;Entire home/apt;325;0
Brooklyn;Entire home/apt;100;0
Queens;Entire home/apt;185;2
Bronx;Entire home/apt;69;0
Manhattan;Private room;140;2
Brooklyn;Private room;85;9
Queens;Entire home/apt;140;0
Brooklyn;Private room;60;9
Brooklyn;Private room;120;3
Queens;Entire home/apt;150;3
Brooklyn;Entire home/apt;150;5
Manhattan;Entire home/apt;110;0
Manhattan;Entire home/apt;120;0
Manhattan;Entire home/apt;400;11
Brooklyn;Private room;50;2
Brooklyn;Private room;100;1
Manhattan;Entire home/apt;250;0
Brooklyn;Private room;125;2
Brooklyn;Private room;130;0
Manhattan;Entire home/apt;299;0
Manhattan;Entire home/apt;950;0
Manhattan;Entire home/apt;580;0
Manhattan;Entire home/apt;583;1
Manhattan;Entire home/apt;275;0
Manhattan;Entire home/apt;299;8
Manhattan;Entire home/apt;650;0
Manhattan;Entire home/apt;309;0
Bronx;Entire home/apt;223;0
Staten Island;Private room;55;1
Brooklyn;Entire home/apt;200;4
Brooklyn;Entire home/apt;140;1
Manhattan;Private room;65;0
Manhattan;Entire home/apt;250;3
Manhattan;Private room;85;3
Brooklyn;Entire home/apt;275;4
Manhattan;Private room;55;1
Manhattan;Private room;49;0
Brooklyn;Entire home/apt;94;5
Brooklyn;Private room;70;1
Brooklyn;Private room;70;0
Queens;Private room;34;0
Bronx;Private room;45;7
Manhattan;Entire home/apt;390;9
Queens;Entire home/apt;129;1
Manhattan;Entire home/apt;310;5
Manhattan;Private room;78;3
Brooklyn;Private room;200;8
Bronx;Entire home/apt;115;0
Brooklyn;Entire home/apt;275;0
Manhattan;Entire home/apt;170;2
Manhattan;Entire home/apt;349;4
Brooklyn;Private room;48;4
Manhattan;Private room;97;5
Manhattan;Entire home/apt;120;0
Manhattan;Entire home/apt;222;1
Queens;Private room;48;12
Brooklyn;Private room;43;1
Manhattan;Entire home/apt;150;2
Brooklyn;Entire home/apt;94;3
Bronx;Private room;55;10
Queens;Private room;48;20
Manhattan;Entire home/apt;285;9
Queens;Entire home/apt;95;6
Manhattan;Entire home/apt;179;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;164;0
Manhattan;Entire home/apt;302;0
Brooklyn;Private room;75;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;325;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;130;0
Manhattan;Entire home/apt;130;1
Manhattan;Entire home/apt;254;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;224;2
Manhattan;Private room;999;5
Queens;Shared room;35;1
Manhattan;Entire home/apt;160;3
Queens;Entire home/apt;69;0
Queens;Entire home/apt;220;3
Queens;Entire home/apt;189;6
Brooklyn;Private room;120;2
Queens;Entire home/apt;140;0
Queens;Entire home/apt;15;0
Brooklyn;Private room;250;0
Brooklyn;Entire home/apt;249;2
Brooklyn;Private room;49;0
Manhattan;Private room;75;1
Manhattan;Entire home/apt;300;1
Queens;Entire home/apt;200;2
Brooklyn;Entire home/apt;2500;1
Manhattan;Entire home/apt;314;0
Bronx;Private room;43;0
Manhattan;Entire home/apt;381;0
Manhattan;Entire home/apt;377;0
Manhattan;Entire home/apt;299;11
Manhattan;Entire home/apt;306;0
Queens;Private room;120;0
Brooklyn;Entire home/apt;150;10
Brooklyn;Private room;85;2
Manhattan;Entire home/apt;180;1
Manhattan;Entire home/apt;420;6
Manhattan;Entire home/apt;299;7
Manhattan;Entire home/apt;245;4
Brooklyn;Entire home/apt;110;0
Queens;Entire home/apt;135;0
Brooklyn;Private room;65;6
Queens;Entire home/apt;146;7
Brooklyn;Entire home/apt;125;4
Manhattan;Entire home/apt;400;4
Brooklyn;Entire home/apt;175;2
Manhattan;Entire home/apt;159;4
Manhattan;Private room;49;1
Brooklyn;Shared room;20;1
Queens;Entire home/apt;125;1
Brooklyn;Private room;64;3
Manhattan;Private room;99;0
Brooklyn;Private room;88;1
Brooklyn;Entire home/apt;119;0
Manhattan;Entire home/apt;199;5
Queens;Entire home/apt;115;2
Queens;Private room;36;3
Queens;Entire home/apt;99;9
Queens;Entire home/apt;100;0
Manhattan;Entire home/apt;99;5
Manhattan;Entire home/apt;150;5
Manhattan;Private room;34;0
Manhattan;Entire home/apt;199;1
Manhattan;Entire home/apt;150;0
Brooklyn;Entire home/apt;240;3
Manhattan;Entire home/apt;175;6
Queens;Private room;45;2
Brooklyn;Entire home/apt;350;0
Brooklyn;Private room;70;2
Brooklyn;Entire home/apt;180;9
Brooklyn;Entire home/apt;149;2
Queens;Entire home/apt;69;15
Manhattan;Entire home/apt;70;0
Brooklyn;Private room;35;7
Manhattan;Private room;92;0
Brooklyn;Private room;75;1
Brooklyn;Private room;75;2
Brooklyn;Entire home/apt;125;4
Brooklyn;Private room;60;6
Brooklyn;Private room;35;2
Manhattan;Entire home/apt;107;0
Manhattan;Entire home/apt;250;0
Manhattan;Shared room;75;1
Brooklyn;Private room;62;5
Brooklyn;Private room;100;6
Queens;Entire home/apt;150;2
Queens;Entire home/apt;130;5
Queens;Entire home/apt;299;6
Manhattan;Entire home/apt;130;0
Manhattan;Entire home/apt;250;0
Bronx;Entire home/apt;70;8
Manhattan;Entire home/apt;92;0
Brooklyn;Private room;60;1
Brooklyn;Private room;100;7
Brooklyn;Private room;44;0
Manhattan;Entire home/apt;175;0
Manhattan;Entire home/apt;350;0
Manhattan;Entire home/apt;290;2
Manhattan;Entire home/apt;200;13
Manhattan;Private room;94;1
Bronx;Private room;50;11
Manhattan;Entire home/apt;690;0
Bronx;Private room;60;2
Manhattan;Entire home/apt;250;2
Manhattan;Entire home/apt;210;3
Brooklyn;Entire home/apt;400;2
Bronx;Private room;60;5
Brooklyn;Entire home/apt;300;3
Manhattan;Entire home/apt;300;5
Brooklyn;Private room;36;1
Brooklyn;Private room;119;0
Brooklyn;Entire home/apt;300;2
Manhattan;Private room;91;5
Queens;Entire home/apt;200;1
Brooklyn;Shared room;20;0
Manhattan;Private room;150;8
;;;
Bedford-Stuyvesant;350;3;
Queens;Entire home/apt;87;0
Manhattan;Private room;98;0
Manhattan;Entire home/apt;150;1
Manhattan;Private room;60;0
Manhattan;Private room;86;0
Brooklyn;Entire home/apt;240;2
Manhattan;Entire home/apt;255;2
Manhattan;Private room;40;0
Manhattan;Entire home/apt;180;3
Manhattan;Private room;55;2
Brooklyn;Private room;75;4
Manhattan;Private room;60;1
Staten Island;Entire home/apt;75;0
Brooklyn;Entire home/apt;100;6
Brooklyn;Private room;70;1
Manhattan;Entire home/apt;250;0
Brooklyn;Private room;99;1
Manhattan;Entire home/apt;210;2
Bronx;Private room;55;5
Queens;Entire home/apt;169;4
Queens;Entire home/apt;89;0
Queens;Shared room;40;5
Brooklyn;Private room;40;4
Manhattan;Entire home/apt;130;0
Manhattan;Entire home/apt;150;0
Bronx;Shared room;36;0
Manhattan;Entire home/apt;333;4
Queens;Private room;45;0
Queens;Entire home/apt;199;2
Manhattan;Shared room;75;0
Brooklyn;Entire home/apt;200;0
Manhattan;Entire home/apt;200;3
Brooklyn;Shared room;30;0
Brooklyn;Entire home/apt;100;8
Manhattan;Private room;60;2
Queens;Shared room;30;1
Queens;Entire home/apt;275;0
Brooklyn;Entire home/apt;275;0
Manhattan;Entire home/apt;255;2
Manhattan;Entire home/apt;250;0
Queens;Private room;50;23
Brooklyn;Private room;43;2
Brooklyn;Private room;85;4
Manhattan;Entire home/apt;250;1
Manhattan;Entire home/apt;100;2
Manhattan;Entire home/apt;449;6
Brooklyn;Entire home/apt;150;1
Brooklyn;Private room;200;3
Manhattan;Entire home/apt;350;0
Brooklyn;Entire home/apt;500;3
Manhattan;Entire home/apt;150;0
Manhattan;Private room;85;3
Queens;Entire home/apt;110;0
Brooklyn;Entire home/apt;120;1
Manhattan;Entire home/apt;300;4
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;585;1
Manhattan;Private room;73;4
Bronx;Private room;40;0
Manhattan;Private room;150;0
Brooklyn;Entire home/apt;349;1
Manhattan;Private room;80;9
Queens;Entire home/apt;84;0
Manhattan;Entire home/apt;200;1
Brooklyn;Private room;85;15
Manhattan;Entire home/apt;100;0
Brooklyn;Private room;55;1
Queens;Private room;100;10
Manhattan;Entire home/apt;350;2
Manhattan;Private room;125;1
Brooklyn;Private room;35;4
Queens;Private room;75;4
Queens;Private room;35;8
Brooklyn;Private room;60;0
Queens;Entire home/apt;83;1
Manhattan;Private room;130;2
Brooklyn;Entire home/apt;275;7
Brooklyn;Private room;54;1
Queens;Private room;99;2
Brooklyn;Entire home/apt;225;7
Brooklyn;Entire home/apt;120;0
Queens;Private room;86;0
Queens;Private room;59;9
Manhattan;Entire home/apt;75;0
Queens;Private room;45;1
Queens;Entire home/apt;90;1
Queens;Private room;110;0
Brooklyn;Entire home/apt;100;2
Manhattan;Entire home/apt;250;0
Manhattan;Private room;80;1
Manhattan;Entire home/apt;250;1
Brooklyn;Entire home/apt;300;5
Manhattan;Private room;65;4
Brooklyn;Shared room;38;1
Brooklyn;Entire home/apt;150;0
Manhattan;Entire home/apt;350;8
Brooklyn;Entire home/apt;250;1
Manhattan;Entire home/apt;269;8
Brooklyn;Private room;85;1
Brooklyn;Private room;250;0
Manhattan;Entire home/apt;315;0
Manhattan;Private room;100;0
Manhattan;Entire home/apt;130;0
Manhattan;Shared room;70;4
Manhattan;Entire home/apt;139;2
Brooklyn;Entire home/apt;149;7
Manhattan;Entire home/apt;110;0
Brooklyn;Entire home/apt;120;0
Manhattan;Private room;100;3
Manhattan;Entire home/apt;110;0
Brooklyn;Private room;90;1
Brooklyn;Entire home/apt;200;1
Bronx;Shared room;28;5
Manhattan;Entire home/apt;125;0
Manhattan;Entire home/apt;499;5
Brooklyn;Private room;92;6
Bronx;Shared room;28;1
Queens;Private room;59;1
Queens;Entire home/apt;99;6
Brooklyn;Private room;39;0
Manhattan;Private room;100;0
Brooklyn;Private room;43;0
Bronx;Shared room;28;2
Manhattan;Private room;180;1
Bronx;Shared room;28;3
Manhattan;Entire home/apt;460;2
Queens;Private room;50;2
Bronx;Private room;75;1
Manhattan;Entire home/apt;109;8
Manhattan;Private room;65;1
Manhattan;Private room;89;4
Queens;Entire home/apt;199;5
Queens;Private room;42;1
Bronx;Entire home/apt;90;0
Queens;Private room;42;7
Brooklyn;Private room;65;2
Queens;Private room;69;9
Manhattan;Private room;1900;0
Brooklyn;Entire home/apt;85;0
Manhattan;Entire home/apt;195;1
Queens;Entire home/apt;320;5
Manhattan;Private room;100;12
Manhattan;Private room;100;13
Manhattan;Entire home/apt;172;5
Manhattan;Entire home/apt;220;3
Queens;Private room;55;9
Brooklyn;Entire home/apt;185;0
Manhattan;Entire home/apt;200;1
Brooklyn;Entire home/apt;85;3
Brooklyn;Private room;50;6
Brooklyn;Entire home/apt;175;0
Brooklyn;Entire home/apt;75;0
Brooklyn;Private room;95;1
Manhattan;Private room;57;1
Brooklyn;Entire home/apt;120;6
Brooklyn;Entire home/apt;115;7
Brooklyn;Entire home/apt;278;7
Brooklyn;Entire home/apt;190;3
Manhattan;Private room;100;0
Brooklyn;Entire home/apt;190;0
Brooklyn;Entire home/apt;150;0
Brooklyn;Entire home/apt;140;16
Bronx;Entire home/apt;100;4
Manhattan;Entire home/apt;180;0
Brooklyn;Private room;80;1
Manhattan;Private room;59;0
Manhattan;Private room;98;1
Manhattan;Private room;100;8
Brooklyn;Private room;80;5
Brooklyn;Private room;50;2
Queens;Private room;32;3
Manhattan;Private room;110;6
Brooklyn;Private room;51;4
Bronx;Private room;80;3
Brooklyn;Entire home/apt;68;0
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;289;0
Queens;Private room;90;2
Manhattan;Private room;65;0
Manhattan;Entire home/apt;212;1
Bronx;Private room;40;0
Manhattan;Entire home/apt;500;1
Manhattan;Private room;65;2
Brooklyn;Private room;60;1
Queens;Private room;99;10
Manhattan;Private room;82;0
Brooklyn;Entire home/apt;90;5
Brooklyn;Private room;51;4
Brooklyn;Private room;56;5
Brooklyn;Entire home/apt;265;1
Brooklyn;Private room;56;2
Manhattan;Entire home/apt;219;7
Brooklyn;Private room;68;8
Manhattan;Entire home/apt;300;0
Brooklyn;Entire home/apt;160;13
Manhattan;Entire home/apt;250;7
Brooklyn;Private room;125;1
Queens;Entire home/apt;199;0
Brooklyn;Private room;68;2
Brooklyn;Entire home/apt;120;0
Bronx;Shared room;85;0
Bronx;Shared room;28;3
Manhattan;Entire home/apt;175;7
Manhattan;Entire home/apt;123;5
Manhattan;Entire home/apt;140;1
Manhattan;Private room;90;1
Brooklyn;Entire home/apt;120;0
Brooklyn;Private room;250;1
Manhattan;Entire home/apt;250;2
Brooklyn;Private room;29;1
Manhattan;Private room;50;1
Manhattan;Entire home/apt;479;4
Brooklyn;Private room;75;7
Queens;Private room;50;2
Manhattan;Entire home/apt;85;0
Manhattan;Private room;150;0
Manhattan;Private room;60;13
Manhattan;Private room;110;2
Brooklyn;Entire home/apt;225;0
Manhattan;Entire home/apt;175;2
Manhattan;Entire home/apt;500;11
Manhattan;Private room;79;7
Manhattan;Entire home/apt;490;4
Manhattan;Private room;94;5
Brooklyn;Entire home/apt;140;1
Bronx;Shared room;28;10
Brooklyn;Private room;80;1
Queens;Private room;40;2
Manhattan;Entire home/apt;109;2
Manhattan;Shared room;75;7
Queens;Private room;115;2
Brooklyn;Entire home/apt;328;3
Brooklyn;Entire home/apt;114;4
Manhattan;Shared room;55;0
Manhattan;Entire home/apt;166;4
Manhattan;Entire home/apt;325;14
Manhattan;Entire home/apt;200;4
Queens;Private room;80;5
Manhattan;Entire home/apt;499;6
Manhattan;Entire home/apt;499;5
Manhattan;Entire home/apt;250;0
Brooklyn;Entire home/apt;100;3
Brooklyn;Entire home/apt;120;4
Brooklyn;Private room;58;0
Queens;Private room;50;4
Queens;Private room;52;8
Queens;Private room;33;0
Manhattan;Entire home/apt;90;1
Manhattan;Entire home/apt;89;10
Manhattan;Entire home/apt;217;2
Manhattan;Entire home/apt;150;3
Manhattan;Shared room;76;6
Manhattan;Private room;70;3
Manhattan;Shared room;75;8
Brooklyn;Entire home/apt;650;1
Manhattan;Shared room;75;4
Brooklyn;Private room;99;2
Manhattan;Entire home/apt;249;4
Manhattan;Shared room;75;3
Manhattan;Private room;70;0
Manhattan;Shared room;75;3
Manhattan;Entire home/apt;85;6
Queens;Private room;75;4
Manhattan;Entire home/apt;90;0
Manhattan;Entire home/apt;450;0
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;195;11
Manhattan;Entire home/apt;300;15
Manhattan;Entire home/apt;500;2
Manhattan;Entire home/apt;199;6
Queens;Entire home/apt;145;0
Brooklyn;Private room;99;0
Queens;Private room;77;1
Queens;Private room;55;0
Brooklyn;Entire home/apt;90;11
Bronx;Entire home/apt;100;1
Manhattan;Entire home/apt;175;0
Brooklyn;Private room;60;2
Brooklyn;Entire home/apt;125;0
Brooklyn;Entire home/apt;120;0
Brooklyn;Private room;50;6
Brooklyn;Entire home/apt;395;1
Brooklyn;Private room;99;1
Manhattan;Entire home/apt;200;0
Brooklyn;Private room;55;0
Manhattan;Entire home/apt;225;0
Manhattan;Entire home/apt;200;1
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;220;0
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;190;1
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;300;1
Manhattan;Entire home/apt;190;0
Manhattan;Entire home/apt;200;0
Staten Island;Entire home/apt;1250;0
Brooklyn;Private room;70;3
Manhattan;Entire home/apt;799;0
Brooklyn;Entire home/apt;659;4
Brooklyn;Entire home/apt;650;4
Brooklyn;Entire home/apt;650;2
Manhattan;Entire home/apt;260;5
Brooklyn;Entire home/apt;250;0
Brooklyn;Entire home/apt;399;1
Brooklyn;Private room;55;11
Queens;Private room;130;0
Queens;Private room;43;0
Brooklyn;Entire home/apt;475;2
Brooklyn;Entire home/apt;200;1
Brooklyn;Private room;55;8
Queens;Entire home/apt;99;3
Manhattan;Entire home/apt;289;3
Manhattan;Entire home/apt;499;6
Staten Island;Entire home/apt;61;0
Brooklyn;Private room;55;0
Queens;Entire home/apt;180;0
Brooklyn;Shared room;25;0
Brooklyn;Shared room;25;1
Brooklyn;Shared room;25;0
Bronx;Private room;55;0
Bronx;Shared room;80;0
Brooklyn;Private room;60;0
Manhattan;Entire home/apt;299;1
Manhattan;Private room;24;0
Manhattan;Entire home/apt;125;4
Manhattan;Entire home/apt;180;0
Manhattan;Entire home/apt;95;2
Manhattan;Entire home/apt;250;1
Brooklyn;Entire home/apt;200;1
Staten Island;Entire home/apt;299;0
Queens;Entire home/apt;93;1
